Pkey,AreaID,UploadTime,SystemTime,Class,LastEndTime,StartTime,EndTime,Partnum,Lotnum,Layer,ProcName,EQID,MachineNo,IType,Inputpcs,Outputpcs,WID,User,OP,Remark,NCN,Version,Flag,Count,CreateTime,Enable
739,3,2024-02-20 09:47:54.000,2024-01-12 09:09:19.413,D,2024-01-11 04:53:00.000,2024-01-12 09:09:36.387,2024-01-13 18:44:03.520,2231541A02,241A3002-06-00,-L4L5,MDL2MDL1,H3 HITACHI 鑽孔機 330K #41,MDLMDL2133,C_量產,48,48,77743,"孟妮葵              ",53825,NULL,NULL,2.0.24.02.07.1,1,0,NULL,1
740,3,2024-02-20 09:53:00.000,2024-01-12 11:19:17.383,D,2024-01-12 01:52:00.000,2024-01-12 11:19:27.060,2024-01-13 21:01:45.417,2287064A01,241B3003-02-00,-L6L7,MDL2MDL1,H3 HITACHI 鑽孔機 330K #35,MDLMDL2083,QS_急料樣品,18,18,77743,"孟妮葵              ",53825,NULL,NULL,2.0.24.02.07.1,1,0,NULL,1
741,3,2024-02-20 09:53:00.000,2024-01-12 11:20:04.167,D,2024-01-12 02:13:00.000,2024-01-12 11:20:25.340,2024-01-13 22:26:09.227,2287064A01,241B3003-01-00,-L6L7,MDL2MDL1,H3 HITACHI 鑽孔機 330K #35,MDLMDL2083,QS_急料樣品,36,36,77743,"孟妮葵              ",53825,NULL,NULL,2.0.24.02.07.1,1,0,NULL,1
742,3,2024-02-20 09:48:40.000,2024-01-12 00:35:28.350,N,2024-01-11 01:45:00.000,2024-01-12 00:35:57.427,2024-01-13 04:00:07.930,2231541A02,241A3002-02-00,-L4L5,MDL2MDL1,H3 HITACHI 鑽孔機 330K #38,MDLMDL2113,C_量產,48,48,77743,"孟妮葵              ",53825,NULL,NULL,2.0.24.02.07.1,1,0,NULL,1
743,2,2024-01-13 05:28:52.000,2024-01-12 15:27:00.000,D,2024-01-12 15:27:00.000,2024-01-12 15:58:00.000,2024-01-12 18:07:00.000,2231551AT2,241C3011-01-00,-L5L6,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-L,MDLPOS1043,E1_實驗1,48,48,77743,孟妮葵,77743,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
744,2,2024-01-17 08:14:15.000,2024-01-12 15:44:00.000,D,2024-01-12 15:44:00.000,2024-01-12 15:58:00.000,2024-01-12 18:07:00.000,2231551A02,241C3012-01-00,-L5L6,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-L,MDLPOS1043,C_量產,48,48,77743,孟妮葵,77743,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
745,2,2024-01-17 08:14:15.000,2024-01-12 16:08:00.000,D,2024-01-12 16:08:00.000,2024-01-12 18:27:00.000,2024-01-12 20:04:00.000,2231506C08,241C3008-01-00,-L5L6,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-R,MDLPOS1033,C_量產,48,48,77743,孟妮葵,77743,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
746,2,2024-01-13 05:28:52.000,2024-01-12 16:26:00.000,D,2024-01-12 16:26:00.000,2024-01-12 18:27:00.000,2024-01-12 20:04:00.000,5808342B03,241C3010-01-00,-L8L9,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-R,MDLPOS1033,C_量產,48,48,77743,孟妮葵,77743,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
747,39,2024-01-14 06:19:22.000,2024-01-13 13:54:20.910,D,2024-01-12 18:54:00.000,2024-01-13 13:57:10.000,2024-01-13 21:42:47.833,3262030AT1,238U3010-02-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,QC_急單量產,48,48,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
748,39,2024-01-13 12:43:34.000,2024-01-13 04:33:22.820,N,2024-01-12 19:20:00.000,2024-01-13 04:40:04.000,2024-01-13 11:53:29.170,2231551A02,23CC3012-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",10300,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
749,39,2024-01-13 06:35:59.000,2024-01-12 20:31:02.140,N,2024-01-12 18:54:00.000,2024-01-12 20:33:20.000,2024-01-13 01:30:57.617,2231541A02,23CE3014-02-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
754,56,2024-08-15 21:18:47.000,2024-08-15 15:42:35.840,D,1900-01-01 00:00:00.000,2024-08-15 15:42:43.457,2024-08-15 16:16:09.593,3288001A08,233N3001-02-05,-L2L17,ABF2ABF1,H3 真空壓合機 #10,ABFABF1063,E3_實驗3,10,0,23489,"黃政胤              ",-,OK,NULL,2.1.24.08.09.1,1,0,NULL,1
764,56,2024-01-21 14:23:30.000,2024-01-12 16:52:51.327,D,2024-01-12 15:09:00.000,2024-01-12 17:09:14.000,2024-01-13 00:53:25.173,2231510B04,24143013-01-00,-L4L5,ABF1ABF1,H3 真空壓合機 #12,ABFABF1093,C_量產,48,48,79006,"木尼利              ",木尼利,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
771,56,2024-01-15 16:23:46.000,2024-01-12 19:45:14.613,D,2024-01-12 10:44:00.000,2024-01-13 15:33:12.000,2024-01-13 15:50:27.610,PEABF08D09,24143011-01-03,-L2L5,ABF2ABF1,H3 真空壓合機 #15,ABFABF1113,E3_實驗3,2,2,Z0250,"尼爾門              ",尼爾門,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
772,1,2024-01-17 10:54:36.000,2024-01-12 19:49:50.163,N,2024-01-12 19:49:00.000,2024-01-12 22:17:44.000,2024-01-12 22:39:40.183,2231510B04,241C3009-03-00,-L4L5,WPR1WPR1,H3 SUEP 蝕薄銅線,WPRWPR1013,C_量產,48,48,59383,"朱清溪              ",59383,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
773,55,2024-01-13 04:29:59.000,2024-01-12 20:12:53.240,N,1900-01-01 00:00:00.000,2024-01-12 20:15:20.000,2024-01-12 22:21:09.833,2231585A01,24133008-01-00,-L2L7,ABF1PRC1,H3 無塵室精密熱風烤箱 #20-B1,ABFPRC1333,QS_急料樣品,3,3,77693,"艾沙卡尼            ",艾沙卡尼,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
774,55,2024-01-13 04:29:59.000,2024-01-12 20:18:58.367,N,1900-01-01 00:00:00.000,2024-01-12 20:22:15.000,2024-01-12 21:40:32.087,2231551A02,23CP3016-05-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #11-B1,ABFPRC1093,C_量產,48,48,77693,"艾沙卡尼            ",艾沙卡尼,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
775,55,2024-01-13 04:29:59.000,2024-01-12 20:12:39.480,N,1900-01-01 00:00:00.000,2024-01-12 20:15:20.000,2024-01-12 22:20:20.390,2231541A02,24133026-01-00,-L2L7,ABF1PRC1,H3 無塵室精密熱風烤箱 #20-B1,ABFPRC1333,C_量產,36,36,77693,"艾沙卡尼            ",艾沙卡尼,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
777,55,2024-01-21 17:33:34.000,2024-01-12 17:35:00.000,D,2024-01-12 17:27:00.000,2024-01-12 18:11:00.000,2024-01-12 19:44:00.000,MFDME07B01,241A3006-01-00,-Outer,ABF1PRC2,H3 無塵室精密熱風烤箱 #09-B2,ABFPRC1173,E3_實驗3,45,45,Z1089,卓米,卓米,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
778,55,2024-01-21 17:33:34.000,2024-01-12 18:03:56.960,N,1900-01-01 00:00:00.000,2024-01-12 20:32:29.000,2024-01-12 21:27:50.400,MFDME02C01,241A3005-01-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #13-B1,ABFPRC1213,E3_實驗3,45,45,Z1032,"平羅內              ",平羅內,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
779,55,2024-01-21 17:33:34.000,2024-01-12 18:03:40.373,D,1900-01-01 00:00:00.000,2024-01-12 18:19:24.000,2024-01-12 19:42:30.350,3288008AT1,23BG3023-01-04,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #15-B1,ABFPRC1204,E2_實驗2,1,1,Z1089,"卓米                ",卓米,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
780,55,2024-01-21 17:33:34.000,2024-01-12 18:03:13.580,D,1900-01-01 00:00:00.000,2024-01-12 18:19:24.000,2024-01-12 19:42:30.800,2287062A02,23CI3004-01-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #15-B1,ABFPRC1204,QS_急料樣品,4,4,Z1089,"卓米                ",卓米,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
781,55,2024-01-21 17:33:34.000,2024-01-12 18:09:15.337,D,1900-01-01 00:00:00.000,2024-01-12 18:10:32.000,2024-01-12 20:05:49.040,2231551A02,23CM3033-01-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #20-B1,ABFPRC1333,C_量產,48,48,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
782,55,2024-01-21 17:33:34.000,2024-01-12 18:16:19.000,D,1900-01-01 00:00:00.000,2024-01-12 18:20:09.000,2024-01-12 19:45:27.750,PEABF08D09,24143011-01-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #10-B1,ABFPRC1083,E3_實驗3,2,2,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
783,55,2024-01-21 17:33:34.000,2024-01-12 18:16:30.443,D,1900-01-01 00:00:00.000,2024-01-12 18:20:06.000,2024-01-12 19:45:26.900,PEABF08D09,24143011-01-01,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #10-B1,ABFPRC1083,E3_實驗3,2,2,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
784,55,2024-01-21 17:33:34.000,2024-01-12 18:16:24.607,D,1900-01-01 00:00:00.000,2024-01-12 18:20:07.000,2024-01-12 19:45:27.337,PEABF08D09,24143011-01-02,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #10-B1,ABFPRC1083,E3_實驗3,2,2,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
785,55,2024-01-21 17:33:34.000,2024-01-12 18:26:16.703,D,1900-01-01 00:00:00.000,2024-01-12 18:33:35.000,2024-01-12 20:14:19.653,5143P94A01,24153023-01-00,-L4L7,ABF1PRC1,H3 無塵室精密熱風烤箱 #16-B1,ABFPRC1253,QS_急料樣品,20,20,Z1089,"卓米                ",卓米,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
786,55,2024-01-21 17:33:34.000,2024-01-12 18:27:43.177,D,1900-01-01 00:00:00.000,2024-01-12 18:30:04.000,2024-01-12 20:07:03.840,2231551A02,23CP3016-04-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #11-B2,ABFPRC1193,C_量產,30,30,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
787,55,2024-01-21 17:33:34.000,2024-01-12 18:27:37.873,D,1900-01-01 00:00:00.000,2024-01-12 18:29:48.000,2024-01-12 19:47:31.250,2231584A01,23CL3027-01-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #11-B1,ABFPRC1093,ES_實驗樣品,3,3,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
788,55,2024-01-21 17:33:34.000,2024-01-12 18:44:03.253,D,1900-01-01 00:00:00.000,2024-01-12 18:44:15.000,2024-01-12 20:10:38.467,2231551A02,24143009-01-00,-L4L7,ABF1PRC1,H3 無塵室精密熱風烤箱 #12-B1,ABFPRC1103,C_量產,48,48,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
789,55,2024-01-21 17:33:34.000,2024-01-12 18:52:36.547,N,1900-01-01 00:00:00.000,2024-01-12 20:33:47.000,2024-01-12 22:05:18.450,3199A87B13,24133022-02-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #14-B1,ABFPRC1233,C_量產,24,24,Z1032,"平羅內              ",平羅內,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
790,55,2024-01-21 17:33:34.000,2024-01-12 19:31:44.790,N,1900-01-01 00:00:00.000,2024-01-12 20:04:55.000,2024-01-12 21:38:33.790,2230202C05,24143018-01-00,-L3L6,ABF1PRC1,H3 無塵室精密熱風烤箱 #17-B1,ABFPRC1273,QC_急單量產,42,42,78411,"木羅耳              ",木羅耳,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
791,55,2024-01-21 17:33:34.000,2024-01-12 19:34:00.000,N,2024-01-12 19:33:00.000,2024-01-12 20:07:00.000,2024-01-12 21:33:00.000,2490Y14B03,23CR3032-02-00,-L3L10,ABF1PRC2,H3 無塵室精密熱風烤箱 #09-B2,ABFPRC1173,C_量產,48,48,78411,木羅耳,木羅耳,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
792,55,2024-01-21 17:33:34.000,2024-01-12 19:34:55.410,N,2024-01-12 19:34:00.000,2024-01-12 21:41:10.000,2024-01-12 22:59:09.140,2230201B01,23CL3026-01-01,-L4L13,ABF1PRC2,H3 無塵室精密熱風烤箱 #07-B1,ABFPRC1053,QE1_急料實驗,1,1,Z1032,"平羅內              ",平羅內,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
793,55,2024-01-21 17:33:34.000,2024-01-12 19:35:09.573,N,2024-01-12 19:35:00.000,2024-01-12 21:41:10.000,2024-01-12 22:59:08.690,2845188B01,23CR3034-01-00,-L4L11,ABF1PRC2,H3 無塵室精密熱風烤箱 #07-B1,ABFPRC1053,ES_實驗樣品,3,3,Z1032,"平羅內              ",平羅內,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
794,55,2024-01-21 17:33:34.000,2024-01-12 19:35:21.500,N,2024-01-12 19:35:00.000,2024-01-12 21:41:09.000,2024-01-12 22:59:09.550,5131G50BT3,23CM3042-02-00,-Outer,ABF1PRC2,H3 無塵室精密熱風烤箱 #07-B1,ABFPRC1053,C_量產,28,28,Z1032,"平羅內              ",平羅內,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
799,55,2024-01-18 12:16:37.000,2024-01-12 20:18:26.410,N,1900-01-01 00:00:00.000,2024-01-12 20:20:21.000,2024-01-12 22:04:43.713,3262019A07,23CF3021-02-00,-L5L16,ABF1PRC1,H3 無塵室精密熱風烤箱 #18-B1,ABFPRC1293,C_量產,48,48,78411,"木羅耳              ",木羅耳,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
800,39,2024-01-21 07:48:02.000,2024-01-18 20:34:55.313,N,2024-01-12 20:02:00.000,2024-01-18 20:37:08.000,2024-01-19 01:39:59.517,2147092H04,23CB3020-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,35,35,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
801,9,2024-01-13 23:09:22.000,2024-01-12 20:06:01.777,N,2024-01-12 20:05:00.000,2024-01-12 20:15:07.000,2024-01-12 21:41:57.147,2230290C05,24183007-01-00,-L6L7,PLG1VCP1,H3 真空塞孔 #03,PLGVCP1033,QC_急單量產,36,36,49021,"賴彥志              ",26254,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
805,20,2024-01-13 01:36:17.000,2024-01-13 01:20:53.420,N,2024-01-12 17:03:00.000,2024-01-13 01:21:49.000,2024-01-13 01:30:21.060,2230193D09,23CF3038-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,QC_急單量產,12,12,Z0084,"宇裘馬              ",Z0084,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
806,20,2024-01-12 23:44:50.000,2024-01-12 22:16:14.000,N,2024-01-12 18:42:00.000,2024-01-12 22:57:32.000,2024-01-12 23:05:59.633,5808348A02,23C73010-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,QS_急料樣品,36,36,Z0084,"宇裘馬              ",Z0084,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
807,55,2024-01-18 12:16:37.000,2024-01-12 20:11:24.057,N,2024-01-12 19:42:00.000,2024-01-12 20:50:38.000,2024-01-12 22:11:01.763,2287062A02,23CI3004-01-00,-Outer,ABF1PRC2,H3 無塵室精密熱風烤箱 #15-B2,ABFPRC1205,QS_急料樣品,4,4,Z1032,"平羅內              ",平羅內,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
808,55,2024-01-18 12:16:37.000,2024-01-12 20:11:00.000,N,2024-01-12 19:42:00.000,2024-01-12 20:50:00.000,2024-01-12 22:11:00.000,3288008AT1,23BG3023-01-04,-Outer,ABF1PRC2,H3 無塵室精密熱風烤箱 #15-B2,ABFPRC1205,E2_實驗2,1,1,Z1032,平羅內,平羅內,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
809,55,2024-01-13 04:29:59.000,2024-01-12 20:13:56.693,N,1900-01-01 00:00:00.000,2024-01-12 20:15:20.000,2024-01-12 22:20:57.527,MFDME29B01,23BN3019-01-26,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #20-B1,ABFPRC1333,E3_實驗3,1,1,77693,"艾沙卡尼            ",艾沙卡尼,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
810,64,2024-01-13 05:49:53.000,2024-01-12 22:06:27.643,N,2024-01-12 20:18:00.000,2024-01-12 22:30:30.000,2024-01-12 23:17:01.610,3262019A07,23CM3017-04-00,-L6L15,SAP1NOV1,H3 SAPCF OVEN #06-右上,SAPNOV1133,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
811,39,2024-01-14 06:19:22.000,2024-01-13 13:54:36.760,D,2024-01-12 16:43:00.000,2024-01-13 13:57:34.000,2024-01-13 21:14:21.277,3262030AT1,238T3022-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,QC_急單量產,42,42,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
812,39,2024-01-13 14:32:37.000,2024-01-13 04:33:36.180,N,2024-01-12 16:42:00.000,2024-01-13 04:40:50.000,2024-01-13 14:09:30.513,2231551A02,23CC3012-03-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",10300,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
813,5,2024-01-12 23:51:26.000,2024-01-12 21:11:28.920,N,2024-01-12 17:59:00.000,2024-01-12 23:14:09.000,2024-01-12 23:49:47.523,3262019A07,241A3012-02-00,-L10L11,PTH1ECU1,H3 PTH水平線,PTHECU1013,QC_急單量產,48,48,48399,"邱奕凱              ",48399,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
815,64,2024-01-13 05:49:53.000,2024-01-13 01:32:47.733,N,2024-01-12 20:24:00.000,2024-01-13 01:34:30.000,2024-01-13 02:53:42.043,2230270B05,23CI3018-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #06-左上,SAPNOV1113,QC_急單量產,18,18,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
816,64,2024-01-13 05:49:53.000,2024-01-13 00:42:51.707,N,2024-01-12 20:20:00.000,2024-01-13 00:55:30.000,2024-01-13 02:03:29.560,2231551A02,23CT3032-04-00,-L3L8,SAP1NOV1,H3 SAPCF OVEN #07-左上,SAPNOV1153,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
819,1,2024-01-17 10:54:36.000,2024-01-12 20:24:05.773,N,2024-01-12 20:24:00.000,2024-01-12 20:45:33.003,2024-01-12 22:33:03.147,2836A87F03,241C3019-01-00,-L7L8,WPR1WPR1,H3 SUEP 蝕薄銅線,WPRWPR1013,C_量產,30,30,48188,"彭國焮              ",59383,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
822,4,2024-01-12 21:14:18.000,2024-01-12 17:42:40.473,N,2024-01-12 17:42:00.000,2024-01-12 20:16:46.000,2024-01-12 20:49:01.270,3262019A07,241A3012-03-00,-L10L11,MDL2DBR1,H3 Deburr,MDLDBR1013,QC_急單量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
823,4,2024-01-13 10:02:14.000,2024-01-12 19:32:59.423,D,2024-01-12 06:07:00.000,2024-01-13 09:32:51.000,2024-01-13 10:00:05.513,2231551A02,24193005-08-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48188,"彭國焮              ",48188,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
824,55,2024-01-18 12:16:37.000,2024-01-12 20:37:29.180,N,1900-01-01 00:00:00.000,2024-01-12 21:55:20.000,2024-01-12 23:20:18.873,MFDME12B01,24193015-01-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #13-B1,ABFPRC1213,E3_實驗3,45,45,Z1032,"平羅內              ",平羅內,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
826,6,2024-01-12 22:42:06.000,2024-01-12 20:37:00.000,N,2024-01-12 20:37:00.000,2024-01-12 21:28:00.000,2024-01-12 22:37:00.000,3262019A07,24153025-02-00,-L10L11,PTH2PCU1,H3 CU PLATING LINE,PTHPCU1013,C_量產,48,48,48466,游志斌,26313,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
827,6,2024-01-12 22:57:14.000,2024-01-12 20:38:00.000,N,2024-01-12 20:37:00.000,2024-01-12 21:48:00.000,2024-01-12 22:53:00.000,2287053G03,24153024-01-00,-L8L9,PTH2PCU1,H3 CU PLATING LINE,PTHPCU1013,QC_急單量產,36,36,48466,游志斌,26313,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
832,1,2024-01-17 10:54:36.000,2024-01-12 20:42:55.140,N,2024-01-12 20:42:00.000,2024-01-13 01:27:31.000,2024-01-13 01:50:33.617,3195X91C05,241C3018-01-00,-L2L3,WPR1WPR1,H3 SUEP 蝕薄銅線,WPRWPR1013,C_量產,48,48,59383,"朱清溪              ",59383,6+-1,NULL,2.0.23.12.01.1,1,0,NULL,1
835,64,2024-01-13 05:49:53.000,2024-01-13 00:42:43.680,N,2024-01-12 20:40:00.000,2024-01-13 00:55:53.000,2024-01-13 02:03:22.733,2231551A02,23CQ3006-04-00,-L2L9,SAP1NOV1,H3 SAPCF OVEN #07-左下,SAPNOV1163,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
836,64,2024-01-13 05:49:53.000,2024-01-12 22:22:26.453,N,2024-01-12 20:40:00.000,2024-01-12 22:27:02.000,2024-01-12 23:16:34.913,3262019A07,23CT3019-02-00,-L8L13,SAP1NOV1,H3 SAPCF OVEN #07-左上,SAPNOV1153,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
