Pkey,AreaID,UploadTime,SystemTime,Class,LastEndTime,StartTime,EndTime,Partnum,Lotnum,Layer,ProcName,EQID,MachineNo,IType,Inputpcs,Outputpcs,WID,User,OP,Remark,NCN,Version,Flag,Count,CreateTime,Enable
1460,67,2024-01-13 06:43:23.000,2024-01-13 05:29:01.143,N,2024-01-13 05:28:00.000,2024-01-13 06:17:04.000,2024-01-13 06:41:33.203,3262038A03,23CM3036-01-00,-L6L15,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QS_急料樣品,24,24,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1461,20,2024-01-13 06:08:49.000,2024-01-13 05:29:53.183,N,2024-01-12 23:45:00.000,2024-01-13 05:53:05.000,2024-01-13 06:01:05.407,2230283B06,23C83047-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,QC_急單量產,24,24,Z0084,"宇裘馬              ",Z0084,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1462,70,2024-01-13 06:44:28.000,2024-01-13 05:29:29.223,N,2024-01-13 05:29:00.000,2024-01-13 05:50:17.000,2024-01-13 06:43:54.363,2231551A02,23CT3012-05-00,-L2L9,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,C_量產,48,48,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1463,27,2024-01-13 09:07:49.000,2024-01-13 05:35:18.900,D,2024-01-13 05:35:00.000,2024-01-13 07:42:52.000,2024-01-13 08:50:58.123,2165300G03,23CC3013-01-00,-Outer,SMK1VPF1,H3 SM PET#03,SMKVPF1033,C_量產,23,23,48199,"鄧守為              ",RUBY/CASS,N/A,NULL,2.0.23.12.25.1,1,0,NULL,1
1464,39,2024-01-14 06:19:22.000,2024-01-13 13:54:43.393,D,2024-01-13 04:11:00.000,2024-01-13 13:57:56.000,2024-01-14 03:23:24.957,2231541A02,23CE3013-03-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1465,39,2024-01-14 14:19:03.000,2024-01-14 08:06:47.623,D,2024-01-13 05:17:00.000,2024-01-14 08:08:46.000,2024-01-14 14:17:46.930,2231541A02,23CE3014-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",26863,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1466,39,2024-01-14 06:19:22.000,2024-01-13 20:31:56.420,N,2024-01-13 04:11:00.000,2024-01-13 20:34:22.000,2024-01-14 05:48:44.273,2231551A02,23CB3015-03-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1467,39,2024-01-14 06:19:22.000,2024-01-13 13:55:00.123,D,2024-01-13 04:11:00.000,2024-01-13 13:58:42.000,2024-01-14 04:31:12.310,2231509C09,23C83042-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1468,11,2024-01-13 11:29:55.000,2024-01-13 05:37:00.000,N,2024-01-13 05:37:00.000,2024-01-13 05:53:00.000,2024-01-13 08:32:00.000,2231551A02,24183020-01-00,-L5L6,PLG1POS1,H3 Oven#02,PLGPOS1023,C_量產,48,48,49021,賴彥志,48457,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1469,8,2024-01-22 01:18:18.000,2024-01-13 05:14:28.000,N,2024-01-13 04:17:00.000,2024-01-13 05:15:56.000,2024-01-13 05:39:44.860,2613153A04,241B3013-01-00,-L6L7,PLG1PTR1,H3 PLUGGING IN CZ,PLGPTR1013,QC_急單量產,18,18,77892,"古多馬              ",77892,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1470,8,2024-01-22 01:18:18.000,2024-01-13 05:21:06.333,N,2024-01-13 05:13:00.000,2024-01-13 05:23:42.000,2024-01-13 05:50:51.937,2231551A02,24193005-07-00,-L5L6,PLG1PTR1,H3 PLUGGING IN CZ,PLGPTR1013,C_量產,48,48,77892,"古多馬              ",77892,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1472,42,2024-01-13 19:08:30.000,2024-01-13 07:52:49.077,D,2024-01-13 05:38:00.000,2024-01-13 10:40:02.000,2024-01-13 11:17:51.073,3262030AT1,238I3017-02-00,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,QC_急單量產,48,48,48205,"詹耀仁              ",50715,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1473,42,2024-01-13 19:08:30.000,2024-01-13 07:52:44.643,D,2024-01-13 05:39:00.000,2024-01-13 10:20:13.000,2024-01-13 10:55:16.067,2231551A02,23CC3012-02-00,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,C_量產,48,48,48205,"詹耀仁              ",50715,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1474,10,2024-01-13 12:10:07.000,2024-01-13 10:23:23.010,D,2024-01-13 05:39:00.000,2024-01-13 10:57:19.000,2024-01-13 11:40:24.100,2613153A04,241B3013-01-00,-L6L7,PLG1STN1,H3 塞孔印刷機 #03,PLGSTN1033,QC_急單量產,18,18,90159,"劉芷吟              ",90159,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1475,70,2024-01-13 06:44:28.000,2024-01-13 05:43:16.440,N,2024-01-13 05:17:00.000,2024-01-13 05:59:18.000,2024-01-13 06:44:07.693,3262019A07,23CM3017-02-00,-L6L15,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,C_量產,48,48,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1476,67,2024-01-13 13:15:31.000,2024-01-13 05:38:11.860,D,2024-01-13 05:38:00.000,2024-01-13 09:37:47.000,2024-01-13 10:32:07.967,2231551A02,24133010-04-00,-L4L7,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1477,51,2024-01-13 07:13:01.000,2024-01-13 05:48:25.423,N,2024-01-13 05:40:00.000,2024-01-13 05:53:05.000,2024-01-13 06:57:13.500,2231551A02,24143009-03-00,-L5L6,ABF1MPO1,H3 直立式烤箱 BOX OVEN# 04-B3,ABFMPO2113,C_量產,48,48,77693,"艾沙卡尼            ",艾沙卡尼,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1479,55,2024-01-18 12:16:37.000,2024-01-13 05:53:37.497,N,1900-01-01 00:00:00.000,2024-01-13 06:17:46.000,2024-01-13 07:34:22.260,2230650A02,23CE3016-01-00,-L2L15,ABF1PRC1,H3 無塵室精密熱風烤箱 #17-B1,ABFPRC1273,QS_急料樣品,4,4,78411,"木羅耳              ",木羅耳,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1480,55,2024-01-18 12:16:37.000,2024-01-13 05:53:46.810,N,1900-01-01 00:00:00.000,2024-01-13 06:17:46.000,2024-01-13 07:34:21.763,2230651A02,23CK3007-01-00,-L2L13,ABF1PRC1,H3 無塵室精密熱風烤箱 #17-B1,ABFPRC1273,QS_急料樣品,10,10,78411,"木羅耳              ",木羅耳,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1481,55,2024-01-18 12:16:37.000,2024-01-13 05:45:14.170,N,2024-01-13 05:45:00.000,2024-01-13 06:34:47.000,2024-01-13 07:45:56.317,2230634A05,23CF3036-01-00,-L4L15,ABF1PRC2,H3 無塵室精密熱風烤箱 #15-B1,ABFPRC1204,QC_急單量產,48,48,78411,"木羅耳              ",木羅耳,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1482,20,2024-01-13 07:09:19.000,2024-01-13 06:35:50.767,N,2024-01-13 02:03:00.000,2024-01-13 06:41:28.000,2024-01-13 06:51:04.447,5143Q04A01,23BL3013-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,ES_實驗樣品,3,3,Z0084,"宇裘馬              ",Z0084,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1483,20,2024-01-13 07:14:21.000,2024-01-13 06:35:56.160,N,2024-01-12 23:09:00.000,2024-01-13 06:58:53.000,2024-01-13 07:07:04.773,5143Q04A01,23BO3041-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,QS_急料樣品,15,15,Z0084,"宇裘馬              ",Z0084,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1484,20,2024-01-13 16:38:30.000,2024-01-13 13:19:37.740,D,2024-01-13 03:26:00.000,2024-01-13 13:20:06.000,2024-01-13 13:28:09.763,3195X91C05,24143006-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,C_量產,45,45,28086,"盧鎮洋              ",28086,19.21.29.17,NULL,2.0.23.12.25.1,1,0,NULL,1
1485,56,2024-01-20 14:34:38.000,2024-01-13 05:45:19.570,N,2024-01-13 05:44:00.000,2024-01-13 06:03:42.000,2024-01-13 08:24:41.070,2231551A02,24123017-04-00,-L5L6,ABF1ABF1,H3 真空壓合機 #15,ABFABF1113,C_量產,48,48,Z1123,"維拉爾              ",威申,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1486,70,2024-01-17 13:04:52.000,2024-01-13 05:44:00.000,D,2024-01-13 05:44:00.000,2024-01-13 10:22:00.000,2024-01-13 11:41:00.000,2231551A02,23CR3015-01-00,-L2L9,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,C_量產,48,48,50722,鐘志旺,47796,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1487,70,2024-02-06 05:59:01.000,2024-01-13 05:49:33.197,D,2024-01-13 05:47:00.000,2024-01-13 15:16:47.000,2024-01-13 16:56:02.167,3288006G01,23BU3008-01-00,-Outer,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,QS_急料樣品,48,48,50722,"鐘志旺              ",12448,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1493,64,2024-01-13 07:49:11.000,2024-01-13 05:52:18.263,N,2024-01-13 05:29:00.000,2024-01-13 06:04:52.000,2024-01-13 07:45:22.047,3262019A07,23BO3017-04-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #07-右上,SAPNOV1173,C_量產,47,47,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1494,64,2024-01-13 07:49:11.000,2024-01-13 06:01:58.433,N,2024-01-13 05:28:00.000,2024-01-13 06:06:38.000,2024-01-13 07:45:11.760,2231551A02,23CQ3006-02-00,-L2L9,SAP1NOV1,H3 SAPCF OVEN #06-左下,SAPNOV1123,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1496,64,2024-01-13 07:49:11.000,2024-01-13 06:03:09.193,N,2024-01-13 05:30:00.000,2024-01-13 06:03:44.000,2024-01-13 07:45:27.100,PELDI31A01,24153015-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #08-左上,SAPNOV1193,E3_實驗3,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1497,64,2024-01-13 07:49:11.000,2024-01-13 03:57:08.047,N,2024-01-13 03:35:00.000,2024-01-13 05:17:36.000,2024-01-13 07:45:36.780,2231585A01,23CR3017-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #07-左上,SAPNOV1153,QS_急料樣品,3,3,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1498,64,2024-01-13 07:49:11.000,2024-01-13 05:11:54.520,N,2024-01-13 04:07:00.000,2024-01-13 05:17:55.000,2024-01-13 07:45:31.817,2231551A02,23CT3020-02-00,-L3L8,SAP1NOV1,H3 SAPCF OVEN #07-左下,SAPNOV1163,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1503,55,2024-01-18 12:16:37.000,2024-01-13 06:09:06.297,N,1900-01-01 00:00:00.000,2024-01-13 06:10:12.000,2024-01-13 07:05:08.360,2231551A02,23CP3018-01-00,-Outer,ABF1PRC1,H3 無塵室精密熱風烤箱 #20-B1,ABFPRC1333,C_量產,48,48,77693,"艾沙卡尼            ",艾沙卡尼,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1504,55,2024-01-18 12:16:37.000,2024-01-13 06:29:23.887,N,1900-01-01 00:00:00.000,2024-01-13 07:08:41.000,2024-01-13 08:22:40.273,2231551A02,24143009-05-00,-L4L7,ABF1PRC1,H3 無塵室精密熱風烤箱 #11-B1,ABFPRC1093,C_量產,48,48,77693,"艾沙卡尼            ",艾沙卡尼,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1505,7,2024-01-13 07:18:36.000,2024-01-13 05:50:00.000,N,2024-01-13 05:50:00.000,2024-01-13 06:01:00.000,2024-01-13 06:53:00.000,2231551A02,241A3001-01-00,-L5L6,PLG1ANL1,H3 DVCP後烘烤烤箱 #01-B1,PTHPOS1043,C_量產,48,48,48399,邱奕凱,Z1002,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1511,20,2024-01-13 16:38:30.000,2024-01-13 13:19:44.497,D,2024-01-13 04:44:00.000,2024-01-13 14:10:38.000,2024-01-13 14:25:09.990,3195X91C05,24153006-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,C_量產,36,36,28086,"盧鎮洋              ",28086,32.16.18.13,NULL,2.0.23.12.25.1,1,0,NULL,1
1515,56,2024-01-15 16:23:46.000,2024-01-13 08:02:19.233,D,2024-01-13 05:48:00.000,2024-01-13 08:21:35.000,2024-01-13 13:48:27.257,2231551A02,24143009-04-00,-L5L6,ABF1ABF1,H3 真空壓合機 #15,ABFABF1113,C_量產,48,48,Z0250,"尼爾門              ",尼爾門,OK,NULL,2.0.23.12.15.1,1,0,NULL,1
1519,8,2024-01-22 01:18:18.000,2024-01-13 05:59:26.347,N,2024-01-13 05:50:00.000,2024-01-13 06:00:38.000,2024-01-13 06:22:02.930,2231551A02,24183005-04-00,-L5L6,PLG1PTR1,H3 PLUGGING IN CZ,PLGPTR1013,C_量產,48,48,77892,"古多馬              ",77892,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1524,56,2024-01-18 13:36:11.000,2024-01-13 07:53:22.790,D,2024-01-13 05:54:00.000,2024-01-13 09:15:03.000,2024-01-13 10:41:52.663,3262019A07,23CF3003-03-00,-L5L16,ABF2ABF1,H3 真空壓合機 #16,ABFABF1123,C_量產,48,48,79217,"木美妮              ",卡莉,ok,NULL,2.0.23.12.15.1,1,0,NULL,1
1528,4,2024-01-13 07:11:42.000,2024-01-13 06:10:39.627,N,2024-01-13 06:02:00.000,2024-01-13 06:46:11.000,2024-01-13 07:09:26.440,2231551A02,24193005-05-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1529,4,2024-01-13 12:53:34.000,2024-01-13 09:54:03.040,D,2024-01-13 06:02:00.000,2024-01-13 12:02:13.000,2024-01-13 12:49:30.723,2231551A02,241A3001-07-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48188,"彭國焮              ",48188,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1530,4,2024-01-13 13:43:51.000,2024-01-13 12:25:00.430,D,2024-01-13 06:02:00.000,2024-01-13 12:48:00.000,2024-01-13 13:13:58.080,2231551A02,241A3001-08-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48188,"彭國焮              ",48188,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1531,28,2024-01-13 11:29:07.000,2024-01-13 06:05:27.547,D,2024-01-13 06:05:00.000,2024-01-13 11:01:17.390,2024-01-13 11:24:37.983,2165300G03,23CC3013-01-02,-Outer,SMK1UDI2,H3 DI曝光機#02,SMKEXP2023,C_量產,1,1,47803,"劉純如              ",Z1151,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1532,28,2024-01-13 14:22:30.000,2024-01-13 06:05:41.493,D,2024-01-13 06:05:00.000,2024-01-13 13:47:21.000,2024-01-13 14:14:34.077,2230193D09,23CF3038-01-00,-Outer,SMK1UDI1,H3 DI曝光機#02,SMKEXP2023,QC_急單量產,12,12,23425,"劉氏鳳              ",氏鳳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1533,11,2024-01-13 11:29:55.000,2024-01-13 06:06:00.000,N,2024-01-13 06:06:00.000,2024-01-13 06:45:00.000,2024-01-13 08:40:00.000,5143469B07,24151046-07-00,-Outer,PLG1POS1,H3 Oven#04,PLGPOS1043,C_量產,40,40,49021,賴彥志,48457,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1536,22,2024-01-19 23:09:32.000,2024-01-13 06:06:53.687,N,2024-01-13 06:06:00.000,2024-01-13 06:25:50.000,2024-01-13 06:54:27.343,2230283B06,23C83047-01-00,-Outer,SMK1PTR1,H3 SM RC#8/RC#9,SMKPTR1043,QC_急單量產,24,24,77935,"丹唯                ",78689,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1539,55,2024-01-18 12:16:37.000,2024-01-13 08:02:13.080,D,1900-01-01 00:00:00.000,2024-01-13 08:03:30.000,2024-01-13 09:34:35.567,2231551A02,23CT3020-06-00,-L2L9,ABF1PRC1,H3 無塵室精密熱風烤箱 #20-B1,ABFPRC1333,C_量產,48,48,79154,"木利諾              ",木利諾,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1544,5,2024-01-13 09:11:32.000,2024-01-13 06:39:16.853,D,2024-01-13 06:10:00.000,2024-01-13 07:30:33.000,2024-01-13 07:58:47.737,2231551A02,241A3001-06-00,-L5L6,PTH1ECU1,H3 PTH水平線,PTHECU1013,C_量產,48,48,76490,"木杰汀              ",76490,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1548,64,2024-01-13 07:49:11.000,2024-01-13 06:00:18.643,N,2024-01-13 05:51:00.000,2024-01-13 06:06:10.000,2024-01-13 07:45:17.160,5192670B02,23CP3034-02-00,-L3L12,SAP1NOV1,H3 SAPCF OVEN #06-左上,SAPNOV1113,C_量產,16,16,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1550,70,2024-02-06 05:53:56.000,2024-01-13 06:18:30.613,D,2024-01-13 06:16:00.000,2024-01-13 10:06:09.000,2024-01-13 11:09:12.927,2231551A02,23CQ3006-01-00,-L2L9,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,C_量產,48,48,50722,"鐘志旺              ",12448,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1555,33,2024-01-25 04:01:09.000,2024-01-13 06:20:59.753,D,2024-01-13 06:20:00.000,2024-01-13 10:29:39.000,2024-01-13 11:00:55.110,5808348A02,23C73010-01-00,-Outer,SMK1DEV1,H3 SM DEV#04,SMKDEV1033,QS_急料樣品,36,36,48199,"鄧守為              ",瓦登,NOV-UV-POS,NULL,2.0.23.12.25.1,1,0,NULL,1
1556,7,2024-01-13 07:38:44.000,2024-01-13 06:40:38.237,N,2024-01-13 06:21:00.000,2024-01-13 06:41:33.000,2024-01-13 07:35:02.483,2231551A02,241A3001-03-00,-L5L6,PLG1ANL1,H3 DVCP後烘烤烤箱 #01-B2,PTHPOS1053,C_量產,48,48,48399,"邱奕凱              ",Z1002,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1559,70,2024-01-13 10:46:46.000,2024-01-13 06:20:28.450,D,2024-01-13 06:20:00.000,2024-01-13 08:48:14.000,2024-01-13 10:09:15.097,3262019A07,23CT3019-03-00,-L8L13,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,C_量產,48,48,50722,"鐘志旺              ",26504,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1560,51,2024-01-13 07:13:01.000,2024-01-13 06:39:40.153,N,2024-01-13 06:19:00.000,2024-01-13 06:49:26.000,2024-01-13 07:12:02.840,2836J07B05,24143020-01-00,-L6L7,ABF1MPO1,H3 直立式烤箱 BOX OVEN# 01-B1,ABFMPO2013,C_量產,36,36,Z1730,"瑞馬克              ",瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1561,51,2024-01-13 07:43:16.000,2024-01-13 06:24:00.000,N,2024-01-13 06:20:00.000,2024-01-13 06:31:00.000,2024-01-13 07:38:00.000,2231551A02,23CT3025-02-00,-L3L8,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 04-B4,ABFMPO2123,C_量產,48,48,Z1213,平納銳,平納銳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1566,5,2024-01-13 09:11:32.000,2024-01-13 06:39:23.597,D,2024-01-13 06:26:00.000,2024-01-13 07:48:23.000,2024-01-13 08:14:11.210,2231551A02,241A3001-04-00,-L5L6,PTH1ECU1,H3 PTH水平線,PTHECU1013,C_量產,48,48,76490,"木杰汀              ",76490,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1568,11,2024-01-13 11:29:55.000,2024-01-13 06:32:00.000,N,2024-01-13 06:32:00.000,2024-01-13 06:45:00.000,2024-01-13 08:40:00.000,5143469B07,24151046-06-00,-Outer,PLG1POS1,H3 Oven#04,PLGPOS1043,C_量產,40,40,49021,賴彥志,48457,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1569,64,2024-01-13 17:18:21.000,2024-01-13 15:27:10.450,D,2024-01-13 06:32:00.000,2024-01-13 15:28:43.000,2024-01-13 16:03:42.157,2231498FT1,23CL3016-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #08-左上,SAPNOV1193,QS_急料樣品,4,4,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1570,51,2024-01-13 07:13:01.000,2024-01-13 06:31:07.747,N,2024-01-13 06:07:00.000,2024-01-13 06:31:58.000,2024-01-13 07:02:23.523,3262019A07,23CM3032-02-00,-L7L14,ABF2MPO1,H3 直立式烤箱 BOX OVEN #02-B2,ABFMPO2053,C_量產,48,48,Z1730,"瑞馬克              ",瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1579,51,2024-01-13 07:13:01.000,2024-01-13 06:44:24.947,N,2024-01-13 06:40:00.000,2024-01-13 06:49:26.000,2024-01-13 07:12:20.230,3262019A07,23CM3017-03-00,-L6L15,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 01-B1,ABFMPO2013,C_量產,48,48,Z1730,"瑞馬克              ",瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1580,51,2024-01-13 07:23:07.000,2024-01-13 06:52:52.893,N,2024-01-13 06:39:00.000,2024-01-13 06:59:49.000,2024-01-13 07:22:56.790,2230202C05,24133007-01-00,-L3L6,ABF2MPO1,H3 直立式烤箱 BOX OVEN #01-B2,ABFMPO2043,QC_急單量產,36,36,Z1730,"瑞馬克              ",瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1598,70,2024-01-13 21:04:27.000,2024-01-13 06:41:37.993,N,2024-01-13 06:41:00.000,2024-01-13 20:24:09.000,2024-01-13 21:02:15.703,3262038A03,23CM3036-01-00,-L6L15,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,QS_急料樣品,24,24,50722,"鐘志旺              ",78841,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1599,51,2024-01-13 07:58:22.000,2024-01-13 06:55:00.000,N,2024-01-13 06:41:00.000,2024-01-13 06:56:00.000,2024-01-13 07:53:00.000,2231551A02,23CT3032-03-00,-L4L7,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 04-B2,ABFMPO2083,C_量產,48,48,Z1213,平納銳,平納銳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1602,9,2024-01-13 20:53:22.000,2024-01-13 07:37:01.460,D,2024-01-13 06:51:00.000,2024-01-13 16:00:31.000,2024-01-13 20:51:13.527,3262019A07,241A3012-02-00,-L10L11,PLG1VCP1,H3 真空塞孔 #03,PLGVCP1033,QC_急單量產,48,48,25447,"邱祥恩              ",25756,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1603,9,2024-01-14 08:53:24.000,2024-01-13 07:37:10.700,D,2024-01-13 06:50:00.000,2024-01-13 11:36:12.000,2024-01-13 14:09:14.957,3262019A07,241A3012-03-00,-L10L11,PLG1VCP1,H3 真空塞孔 #03,PLGVCP1033,QC_急單量產,48,48,25447,"邱祥恩              ",25447,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1604,27,2024-01-13 13:59:45.000,2024-01-13 06:54:28.913,D,2024-01-13 06:54:00.000,2024-01-13 09:09:18.000,2024-01-13 09:53:44.810,2230283B06,23C83047-01-00,-Outer,SMK1VPF1,H3 SM PET#03,SMKVPF1033,QC_急單量產,24,24,48199,"鄧守為              ",RUBY/CASS,N/A,NULL,2.0.23.12.25.1,1,0,NULL,1
1605,5,2024-01-13 21:31:44.000,2024-01-13 10:51:12.427,N,2024-01-13 06:56:00.000,2024-01-13 21:00:57.000,2024-01-13 21:26:45.477,2231541A02,241A3002-02-00,-L4L5,PTH1ECU1,H3 PTH水平線,PTHECU1013,C_量產,48,48,26313,"邱品蒼              ",48466,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1606,51,2024-01-13 07:28:09.000,2024-01-13 06:57:21.903,N,2024-01-13 06:48:00.000,2024-01-13 06:59:48.000,2024-01-13 07:23:14.007,3195Y47A22,23CP3026-02-00,-L3L8,ABF2MPO1,H3 直立式烤箱 BOX OVEN #01-B2,ABFMPO2043,C_量產,17,17,Z1730,"瑞馬克              ",瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1607,51,2024-01-16 22:47:43.000,2024-01-13 07:00:44.493,N,2024-01-13 06:58:00.000,2024-01-13 07:10:23.000,2024-01-13 08:44:51.487,3262019A07,23C13014-02-00,-L3L18,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 07-B1,ABFMPO2173,C_量產,48,48,Z1730,"瑞馬克              ",瑞馬克,N/A,NULL,2.0.23.12.25.1,1,0,NULL,1
1608,39,2024-01-13 14:24:33.000,2024-01-13 12:42:14.710,D,1900-01-01 00:00:00.000,2024-01-13 12:45:44.000,2024-01-13 13:07:23.990,PEIMT03A02,241D3003-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,E4_實驗4,27,27,47788,"林英智              ",10300,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1609,39,2024-01-13 12:43:34.000,2024-01-13 10:33:55.287,D,1900-01-01 00:00:00.000,2024-01-13 11:33:31.000,2024-01-13 12:11:53.013,PEIMT03A02,241D3004-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,E4_實驗4,28,28,47788,"林英智              ",10300,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1610,39,2024-01-13 14:24:33.000,2024-01-13 10:35:54.527,D,1900-01-01 00:00:00.000,2024-01-13 12:58:51.000,2024-01-13 13:25:36.043,PEIMT03A02,241D3005-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,E4_實驗4,32,32,47788,"林英智              ",10300,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
